URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://healthinfoservices.net/pacific-base-ig/ValueSet/heart-rate-loinc,1.0.0,draft,,HeartRateVS,Heart Rate LOINC Codes,"LOINC codes for heart rate measurements, spot or average.",,"LOINC"
