URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/observation-status,4.3.0,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/pacific-vital-blood-pressure,StructureDefinition/pacific-vital-body-temperature,StructureDefinition/pacific-vital-bmi,StructureDefinition/pacific-vital-heart-rate,StructureDefinition/pacific-vital-height,StructureDefinition/pacific-vital-respiratory-rate,StructureDefinition/pacific-observation,StructureDefinition/pacific-vital-oxygen-saturation,StructureDefinition/pacific-vital-weight","hl7.fhir.r4b.core"
http://hl7.org/fhir/ValueSet/organization-type,4.3.0,draft,"2.16.840.1.113883.4.642.3.414",OrganizationType,,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/pacific-organization","THO"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.3.0,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship,"The nature of the relationship between the patient and the contact person.","StructureDefinition/pacific-patient","THO (V2)"
http://hl7.org/fhir/ValueSet/practitioner-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.439",PractitionerRole,Practitioner role,"This example value set defines a set of codes that can be used to indicate the role of a Practitioner.","StructureDefinition/pacific-practitioner-role","SCT,THO"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.3.0,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/pacific-vital-blood-pressure,StructureDefinition/pacific-vital-body-temperature,StructureDefinition/pacific-vital-bmi,StructureDefinition/pacific-vital-heart-rate,StructureDefinition/pacific-vital-height,StructureDefinition/pacific-vital-respiratory-rate,StructureDefinition/pacific-vital-oxygen-saturation,StructureDefinition/pacific-vital-weight","hl7.fhir.r4b.core"
http://hl7.org/fhir/ValueSet/reaction-event-severity,4.3.0,draft,"2.16.840.1.113883.4.642.3.135",AllergyIntoleranceSeverity,AllergyIntoleranceSeverity,"Clinical assessment of the severity of a reaction event as a whole, potentially considering multiple different manifestations.","StructureDefinition/pacific-allergy-intolerance","hl7.fhir.r4b.core"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.3.0,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/pacific-vital-blood-pressure,StructureDefinition/pacific-vital-body-temperature,StructureDefinition/pacific-vital-bmi,StructureDefinition/pacific-vital-heart-rate,StructureDefinition/pacific-vital-height,StructureDefinition/pacific-vital-respiratory-rate,StructureDefinition/pacific-observation,StructureDefinition/pacific-vital-oxygen-saturation,StructureDefinition/pacific-vital-weight","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.3.0,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/pacific-vital-blood-pressure,StructureDefinition/pacific-vital-body-temperature,StructureDefinition/pacific-vital-bmi,StructureDefinition/pacific-vital-heart-rate,StructureDefinition/pacific-vital-height,StructureDefinition/pacific-vital-respiratory-rate,StructureDefinition/pacific-observation,StructureDefinition/pacific-vital-oxygen-saturation,StructureDefinition/pacific-vital-weight","THO"
http://hl7.org/fhir/ValueSet/route-codes,4.3.0,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/pacific-allergy-intolerance","SCT"
http://hl7.org/fhir/ValueSet/substance-code,4.3.0,draft,"2.16.840.1.113883.4.642.3.473",SubstanceCode,Substance Code,"This value set contains concept codes for specific substances. It includes codes from [SNOMED](http://snomed.info/sct) where concept is-a 105590001 (Substance (substance))","StructureDefinition/pacific-allergy-intolerance","SCT"
http://terminology.hl7.org/ValueSet/v2-2.7-0360,0360,active,,v2.0360.2.7,v2 table 0360, Version 2.7,"FHIR Value set/code system definition for HL7 v2 table 0360 ver 2.9 ( Degree/License/Certificate)","StructureDefinition/pacific-practitioner","THO (V2)"
https://healthinfoservices.net/pacific-base-ig/ValueSet/heart-rate-loinc,1.0.0,draft,,HeartRateVS,Heart Rate LOINC Codes,"LOINC codes for heart rate measurements, spot or average.","StructureDefinition/pacific-vital-heart-rate","LOINC"
